name,time,tweet
PedroRocks2,Fri Sep 07 14:36:56 +0000 2018,Call me 989-714-6246 #JustDoIt  #believe https://t.co/ANqHUCK7cb
poohnamcc,Fri Sep 07 14:36:52 +0000 2018,"@Kaepernick7 Why isn't anyone bitching about the players chomping their gum and obviously itching to play ball and ignoring the flag? To me that is what disrespect looks like. 

Signed,

A 58 yr old white female and proud member of a highly decorated military family.

#JustDoIt"
kimeberhardt,Fri Sep 07 14:36:40 +0000 2018,"This new @Nike #JustDoIt ad it advertising brilliance at its best. For those who want to debate the Kaepernick factor - you're missing the point. This ad is about standing for something, whatever that ""something"" is (and also sell Nikes) https://t.co/NqAn13nidS"
theobligato,Fri Sep 07 14:35:58 +0000 2018,"This is our #FridayInspiration: dream something big enough to be called crazy; believe in something, even if it means sacrificing everything.
.
PS. #WeLoveNike #JustDoIt 👌🏃🏽‍♀️🏃🏽‍♂️
.
#FeelGoodFriday #Nike... https://t.co/JL30ayoS6X"
JimmyHutabarat8,Fri Sep 07 14:35:55 +0000 2018,"@TheCenteredEgg @Elly67831438 Mind ur language, lady...

       Go wash ur mouth !!

🤣😂😂😂😂😂😂😂😂😂😂😂😂

#justdoit #StopKavanaugh"
moraasiadances,Fri Sep 07 14:35:43 +0000 2018,Instead of burning your #nike gear how about donating it to people in need. Don't want it? Give it to someone who could use it? #NIKETakesAKnee #justdoit #BeBetter
realDonaldTardo,Fri Sep 07 14:35:42 +0000 2018,"""We also believe that those who know what sacrifice is, are more likely to be wearing a military uniform than an athletic uniform.""
🔥🔥🔥 #NikeBoycott #JustDoIt 
https://t.co/CWy0WkZejk"
staceyinsf,Fri Sep 07 14:35:25 +0000 2018,@AC360 @CNN The ad is powerful. #justdoit
officialkickng,Fri Sep 07 14:35:13 +0000 2018,"tekkers  -  This defending drill is awesome! 😍
@HOLAS8 mfkruzomberok  - #regrann  #whatsballing #bethegame #defending #kick #justdoit✔️ # https://t.co/uzCkjXxtES"
NestyJ,Fri Sep 07 14:35:10 +0000 2018,Morning of #justdoit
EnjoyTheDash,Fri Sep 07 14:35:03 +0000 2018,@realDonaldTrump They were thinking what most sane Americans are thinking. They've absolutely earned my business. #justdoit
GildaOliveira82,Fri Sep 07 14:34:56 +0000 2018,My absolute spirit meme. #donttellmewhattodo #justdoit #ordont #noonecares #goaway #marketinggeniuses #donttellmehowtolivemylife https://t.co/2VUqKefLWH
IdeasBlossom,Fri Sep 07 14:34:54 +0000 2018,love this #justdoit #idea https://t.co/6eKYioampY
Steady__Ready,Fri Sep 07 14:34:49 +0000 2018,That Kaepernick ad cool and all but let's not negate the fact that we the people still out here taking Ls when it comes to that flame because of bots. #SNKRS needs to #JustDoIt right.
MrQuilava,Fri Sep 07 14:34:46 +0000 2018,"@davidsocomedy was ahead of his time.

 https://t.co/gUfQFYvC0P

#JustDoIt #nike #SponsorHim"
theobligato,Fri Sep 07 14:34:37 +0000 2018,"This is our #FridayInspiration: dream something big enough to be called crazy; believe in something, even if it means sacrificing everything.
.
PS. #WeLoveNike #JustDoIt… https://t.co/Ieh1gXgrDo"
CustomOnShop,Fri Sep 07 14:34:25 +0000 2018,"Just Do it By Shia LaBeouf Women's T-shirt designer by #Aibek
https://t.co/50jZoX5e7A 🆒👕
-
#funny #club #cool #sayings #quote #inspirational #motivational #Justdoit #shia #LaBeouf #true #byshialabeouf #customon #dreams #funny #nike #speech #womenstshirt #custom #tee #unique https://t.co/79HnpmHF5c"
PaulaPaula1526,Fri Sep 07 14:34:22 +0000 2018,"@ChuckCallesto I am really saddened by what @JimCarrey has become. Mental illness is real. Once a very funny man, I never missed a movie. But now, just a sad shell. There is hope with medical and mental health intervention. #JustDoIt"
AIP_World,Fri Sep 07 14:34:06 +0000 2018,"Anything is Possible - you just need to believe in who you are, what you want to achieve and who you want to be! #fridayfeeling
••
#anythingispossible #trackandfield #sport #sports #you #believe #goforit #justdoit #support #journey #weekend https://t.co/iKFCEFNz73"
mcambush,Fri Sep 07 14:33:53 +0000 2018,I don’t drink Henny all the time (well not in the daytime 👻 )#thirsty #stayhydrated #justdoit✔️ @ KLM Jet Center Rotterdam https://t.co/wJonHNs9Rx
nick3019831,Fri Sep 07 14:33:53 +0000 2018,"Hey @Nike I'll take all your deals! coupons! and anything else you want to give! And ""rather I kneel or stand at our flag, respect is respect!!!"" #JustDoIt #IAintMadAtYa #LoveForNike"
stillwaters1029,Fri Sep 07 14:33:49 +0000 2018,"@JohnWDean Go, John, #JustDoIt"
sabrina352,Fri Sep 07 14:33:46 +0000 2018,WELL DONE!!! @Nike #Justdoit https://t.co/8yOAJMncez
ashleyfatale,Fri Sep 07 14:33:42 +0000 2018,@martinamillerx I’ll be in the same boat when I go to the gym later #justdoit #kapernick
Lee_P707,Fri Sep 07 14:33:35 +0000 2018,"They are really getting unhinged over this Nike campaign, huh? Well I'm here to make them uncomfortable then. #JustDoIt https://t.co/RsASq6WFgw"
redcryptoknight,Fri Sep 07 14:33:21 +0000 2018,Best interpretation yet #JustDoIt https://t.co/HU4vsCJsqI
HollaTuckerHill,Fri Sep 07 14:32:50 +0000 2018,@Jason You know what's trending #JustDoIt but some investing can't hurt
sobayresisters,Fri Sep 07 14:32:39 +0000 2018,What are you going to help the resistance ? The mid terms are weeks away. If you want to see change you must act !! You should consider doing more than vote ! #justdoit
ChrisHanlonCA,Fri Sep 07 14:32:28 +0000 2018,"@Nike: I am thrilled to see you partnering with Colin Kaepernick and I want to make sure factory workers paid a Living Wage.

How much would we need to pay for the @Kaepernick7 shoes/clothes for you to guarantee that the workers get a #LivingWage?

#FairTrade @FairTrade #JustDoIT https://t.co/Ew4t9rocJb"
claymorgan7,Fri Sep 07 14:32:16 +0000 2018,Some sacrifice everything. @Nike #justdoit https://t.co/s8axapv1yQ
SirBlackThunda,Fri Sep 07 14:32:11 +0000 2018,😂😂😂...Mike Tyson is down with the cause!!!...#justdoit..#nike..#ironmike...#kap..#imwithnike https://t.co/phQ4KQwpfn
CamEdwardsReal,Fri Sep 07 14:32:02 +0000 2018,CRYING REAL TEARS 😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣 #JUSTDOIT https://t.co/mEmjF80C01
Hickmanology,Fri Sep 07 14:32:00 +0000 2018,"November 6, means nothing if we don’t start working now. Hold your friends and family accountable! Start asking everybody, “Are you registered to vote?” #JustDoIt #Midterms2018"
ronlocke,Fri Sep 07 14:31:56 +0000 2018,".@nike #JustDoIt to stay alive, go beyond like skateboard, etc do more, #justdontdothis all the literal dumbass challenge out there please I totally get #nike you thought correctly just do it discover you"
MajicTg,Fri Sep 07 14:31:55 +0000 2018,"Love my NIKE.........JUST DO IT...
#FUCKTRUMP
#BLUEWAVEISCOMING
#JUSTDOIT https://t.co/BU404SMsO8"
generalneco,Fri Sep 07 14:31:39 +0000 2018,i stand with @Nike #JustDoIt
stacytklein,Fri Sep 07 14:31:38 +0000 2018,"@OrangeHardie @DonaldJTrumpJr @realDonaldTrump @MontanaStandard I’m not cult 45, but this is photoshopped. Some other trump 2016 stuff is Nike. #JustDoIt https://t.co/7bmWWy0AtS"
L0n3st4r45,Fri Sep 07 14:31:32 +0000 2018,"""We could help progress the movement of resistance against police profiling and racial injustice for which our world could use more acceptance and understanding of one another."" @Nike #RealTalk #JustDoIt #USAFVeteran https://t.co/Aioq0dSFaY"
SebastienGoix,Fri Sep 07 14:31:18 +0000 2018,"""Don't ask if your dream are crazy... Ask if they are crazy enough"". 
Nouvelle campagne #Nike  qui promet de bousculer les codes. #JustDoIt https://t.co/RyAWPrHWFg"
srhoads14,Fri Sep 07 14:31:07 +0000 2018,Let us not forget that Kaepernick helped change the game of football he destroyed teams with the west coast offense and with the read option and for that we thank #justdoit https://t.co/1GU1Zdyy2f
Oregon97415,Fri Sep 07 14:30:48 +0000 2018,"@realDonaldTrump I just did a search for klansmen and white supremacist trash wearing Nikes and got zero hits. 

#JustDoIt"
ClassroomChamps,Fri Sep 07 14:30:42 +0000 2018,"""Don't ask if your dreams are crazy. Ask if they're crazy enough.""

#FridayFeeling #DreamBig #JustDoIt https://t.co/FFcb8BVOeP"
DKShan,Fri Sep 07 14:30:38 +0000 2018,"iQuit y'all!! Neva shoulda given y'all innanets or Photoshop... 😂😂😂

#nike #harlemnights #champ #justdoit https://t.co/BYER1OJCkq"
doubleadub,Fri Sep 07 14:30:38 +0000 2018,"I have been a Adidas and Puma guy my whole life (48 years) having played soccer for most of those years. After the inspirational and amazing @Kaepernick7 @Nike commercial last night, I will be buying my first pair of @Nike shoes this weekend. #inspiration #brilliant #JustDoIt"
ChrisjBarksdale,Fri Sep 07 14:30:35 +0000 2018,Boys told me “Great Minds Think Alike!” #JustDoIt https://t.co/JB0a3Dwlxy
mrjbones,Fri Sep 07 14:30:25 +0000 2018,"It would be stupid for anyone to think that #Nike hasn't gamed out what they are doing. Trump's support sucks in general, but it is terrible among young adults (their key market.) Moreover, most of the world doesn't like Trump . . . #TimeToBuyNKE #JustDoIt https://t.co/3mHNIZenRB"
TweezyAllday,Fri Sep 07 14:30:13 +0000 2018,"Sir, how many pairs of Nike’s do you own?... Plenty... I do itttt!!! #sbgang #justdoit #camo https://t.co/7lAEpHD031"
matty_pace,Fri Sep 07 14:30:06 +0000 2018,"Even when you make valid points in a respectful manner and attempt to reach common ground, the ignorance of another person will always be the reason there will be no peace. Get over your ego, connect with the people. #nike #facts #JustDoIt #life #stand #truth"
ElainePirozzi,Fri Sep 07 14:29:55 +0000 2018,"I think I’ll wear my Nikes to #StandOnEveryCorner today. If you are in the DC area, please join us, with or without Nikes. We will be at 4401 Mass Ave from 4:00-6:00 #JustDoIt https://t.co/jnRruvD6Rm"
HarveyJ2,Fri Sep 07 14:29:44 +0000 2018,"Wait...College of The Ozarks is a real thing? Had it not been for @Nike we would've never known the TV show had a college, so #JustDoIt and return both your ""school uniforms"""
BBall_Mom2021,Fri Sep 07 14:29:41 +0000 2018,So proud of you Son. Remember that nothing is impossible. #JustDoIt https://t.co/Em1100sqRr
ChrisTBonjour,Fri Sep 07 14:29:18 +0000 2018,Kids rule! #DayTwoDana #TeamworkMakesTheDreamWork #JustDoIt https://t.co/oAtLkuVIYU
Paola_Flores79,Fri Sep 07 14:29:08 +0000 2018,"I have an opinion about this ad. I will like to hear what is yours
#JustDoIt https://t.co/kfgw4W8XhP"
rossmore,Fri Sep 07 14:29:04 +0000 2018,"@realDonaldTrump They were probably asking the same thing when you called White Supremecists ""Very fine people"" #tinfoildictator #thestablegenius🤣 #justdoit"
LifeAt33rpm,Fri Sep 07 14:28:31 +0000 2018,"To everyone who has taken issue with the @Nike ad for the use of the word ""everything"": If you've ever used the phrase ""I'm starving"" when you're clearly just hungry, then shut up and sit down. #justdoit"
shantelmoses,Fri Sep 07 14:28:29 +0000 2018,Safety always. #JustDoIt https://t.co/dvgMmiSwRT
anag68,Fri Sep 07 14:28:28 +0000 2018,"Ready to go knock some doors to the next neighborhood 🙌🏽👌🏽we go✊🏽
#EveryVoteCounts #Beto4Tx #BetoForTxSenate 
#GetUpAndFight 
#DaleTx4Beto
#JustDoIt   ✅ https://t.co/swn1W8nmyp"
MyDDBT,Fri Sep 07 14:28:19 +0000 2018,It’s Friday #justdoit #popupmke #livelovelaughaccessorize #dopeaccessories #myddbt #tgif https://t.co/WHmsqnPmLs
1stKnowB4UTalk,Fri Sep 07 14:28:03 +0000 2018,And this is how a sitting president can blackmail/strongarm congress into a 2nd #SCOTUS confirmed submission. I'll expose you if you expose me. We've been waiting for real exposure from this 1 party 2 headed corrupt political system! #justdoit #Trump. #DeepState #FridayFeeling https://t.co/fua8oVU7Jm
,Fri Sep 07 14:27:58 +0000 2018,Believe in something. Even if it means sacrificing everything. #JustDoIt
MenziSpeaks,Fri Sep 07 14:27:50 +0000 2018,"Join the group if you’re young, black, and doing the damn thing #youngblackexcellence #blackexcellence #facebook #fb #black #excellence #success #power #nike #justdoit #kaepernick… https://t.co/z1AYGdcMZF"
cafemocharadio,Fri Sep 07 14:26:52 +0000 2018,We talk about believing in change this week with @thomasqjones We discuss his transition from the NFL to Hollywood! #JustDoIt https://t.co/KOJu0FDV6r
TomChirico,Fri Sep 07 14:26:48 +0000 2018,"behold, the closing shot of @WiedenKennedy’s 2019 Cannes reel for the #justdoit work https://t.co/5JUdfqdhEN"
MasterMind_Ultd,Fri Sep 07 14:26:38 +0000 2018,"Me and my dog support #colinkaepernick #converse #nike #justdoit @ Duval County, Florida https://t.co/tLDJB4tQzq"
ensureng,Fri Sep 07 14:26:33 +0000 2018,"You spent so much to acquire it, spend a little extra to ensure you never lose it. #InsureIt #JustDoIt #EnsureInsurance https://t.co/VIW0O2USPA"
johnnyblazenj,Fri Sep 07 14:26:19 +0000 2018,"@realDonaldTrump What do YOU care? I'm willing to bet you NEVER owned a @Nike anything in your life. Neither do a HUGE majority of your mostly white, older supporters. They were thinking of appealing to THEIR base. Ppl you will NEVER UNDERSTAND. So stop trying... #JustDoIt"
comicdavemartin,Fri Sep 07 14:26:18 +0000 2018,"The AWARD goes 2... REPOST &amp; Tag

#theAWARDgoes2
#GOseeDAVEMARTIN
#nikes #nikeshoes #nike #justDOit #justdoit✔️ #colinkaepernick #bobbybrown #nikesneakers #bobbybrownstory #BET #janetjackson #kobebryant #miketyson #MGK #blackhumor #machinegunkelly #eminem #TI #blackcomedy #IJS https://t.co/rOHcVF4lm9"
GeorgetheIV,Fri Sep 07 14:26:13 +0000 2018,Giggle. #JustDoIt @RealJamesWoods @benshapiro https://t.co/tgbj1tk9wF
haskins_anthony,Fri Sep 07 14:25:52 +0000 2018,This is spot on Guvna!! #sleep #woke #ImWithKaep #HappyFriyay #JustDoIt https://t.co/cshUKffaW7
RogueOne1228,Fri Sep 07 14:25:47 +0000 2018,That they support #FreeSpeechForAll and understand what truly makes our country great. But I wouldn't expect @POTUS to understand that... #Nike #JustDoIt #ColinKaepernick https://t.co/wKa0A9BSrI
p0ppakenn,Fri Sep 07 14:24:52 +0000 2018,Nike could end the KKK with a dry fit hood n air cooling robes. #Justdoit https://t.co/N5LepLDqtM
StefanoDero,Fri Sep 07 14:24:40 +0000 2018,"Believe in White Space.
#Design #JustDoIt #nike https://t.co/1wLmqMwFNG"
dj77dj77,Fri Sep 07 14:24:30 +0000 2018,"@autodilla @EdKrassen @realDonaldTrump Seriously?  What is your contribution to racial injustice, other than being part of it.  

#JustDoIt"
BackhandBandit,Fri Sep 07 14:24:16 +0000 2018,We finally have a good Kaepernick/Nike parody and it's amazing. #JustDoIt https://t.co/1X3ypJ6hCA
huttotxrealtor,Fri Sep 07 14:24:15 +0000 2018,"Jumping on the bandwagon before it disappears. What do you think? Wanna move? Just do it! 

https://t.co/Tk9dKWDG0g #justdoit #buyahome #realtor #realestate #listwithme @ Hutto,… https://t.co/PIYK0MT1nZ"
Mr_Universe2017,Fri Sep 07 14:24:02 +0000 2018,"@realDonaldTrump Thinking about money mostly
What are you thinking?
Are you really that jealous?
That fragile?

You want all the attention?
#ResignNow , #JustDoIt https://t.co/9xRbrQleKN"
mom_2019,Fri Sep 07 14:23:46 +0000 2018,"@Kaepernick7 @Nike Proud to support @Kaepernick7 @nike as someone raised in military family - for those who don’t, instead of burning, cutting, destroying ur Nike gear how about you donate to homeless vets instead #Justdoit"
curtfloodjr,Fri Sep 07 14:23:46 +0000 2018,"Hmph, Guess it's a good thing the kid and his white grandmother weren't wearing their ""pig"" socks. 😐 #BlackLivesMatter #TakeAKnee
#JustDoIt #FridayFeeling #Amerikkka

""COPS DETAIN BLACK TEEN RIDING WITH HIS WHITE GRANDMOTHER; THOUGHT HE WAS ROBBING HER.."" https://t.co/aBpWBYdywi"
Lovemercyjustic,Fri Sep 07 14:23:31 +0000 2018,"@realDonaldTrump NIKE thpught about the many underdogs in the world that YOU and your admin dismiss. The commercial is beautiful &amp; if you cant see that and how this message is positive for those who think they ""can't do it"" then you r blind. I see some Jesus karma coming for you. #JustDoIt #Nike"
jcnyrealestate,Fri Sep 07 14:23:26 +0000 2018,"Have you had any thoughts of selling?    

#realestate #justdoit #justlistit #jcny  #NextStopNY #realestatenyc #nycrealestate #nyc #ny #justsold #closed #mdlny #home #realtor #jeffcohen… https://t.co/FVWNcv8Q3V"
MichaelALampkin,Fri Sep 07 14:23:11 +0000 2018,"Listen don’t let anybody tell you, it can’t be accomplished, find a will and the way will be made!  You got this!  Your team got this!  #justdoit #makeithappen #nodefeat https://t.co/pR1MMLB1MD"
AllyahsWorld,Fri Sep 07 14:23:10 +0000 2018,"@realDonaldTrump Why do you even care? What does their business decision have to do with your running the country? If you prefer to judge others and tweet about it, maybe you should just resign bc you sure seem more interested in that than doing your damn job. #Justdoit #Resign"
gigirules7,Fri Sep 07 14:23:06 +0000 2018,@SteveHammActor @TatianaBegault @bill44077 @BethFratesMD @Angelab0424 @PoloOrtiz9 @Carrieglinberg @mfarca @KMFras @natsallnews @cinthia79089036 @drahus11 @noklew_ @CattMcCreary @cazij @Cheryl_L_Hyde @JenniferPilates @KimSimons2 @Jessicasquared9 @Rockyourmessage @Backpackjohn1 @Scarlets55 @eternalluv0408 @nanslovealways @slol59 @MdAntonieta @awlasky @JackConnie You are an inspiration. #JustDoIt https://t.co/MiDYP4jQXz
KinKortoboBimur,Fri Sep 07 14:23:03 +0000 2018,"@ABREG_1 @HoustonTX Thank you! #JustDoIt 

cc @Kaepernick7"
94_ezekiel,Fri Sep 07 14:23:02 +0000 2018,@Nike #JustDoIt do the thing 😅 https://t.co/FAlksr4fWn
Greg_NJ,Fri Sep 07 14:23:01 +0000 2018,@OMGits_Khairy @AltNatSecAgency Perfect hashtag for her -  #JustDoIt  DOLT
mattchavez_TV,Fri Sep 07 14:22:24 +0000 2018,"LOL! Ok, You have to laugh at this one. 😂 #justdoit #nike https://t.co/LFzCRAqj7q"
NootriAfrica,Fri Sep 07 14:21:56 +0000 2018,"Believe in good nutrition. Even if it means running to your nearest store for a pack of Nootri.

#JustDoIt Just Nootri It. https://t.co/pJUg2PN6R5"
